"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","uncertainty [nm]"
497.0,1.0,475969.2101872655,694714.8868444642,1041.8740836200896,6144.233069044361,39.048107944903904
499.0,1.0,477162.07120182004,617188.9229210739,1023.6544030659497,6370.572185979027,31.18916705955279
501.0,1.0,478832.37779971055,494400.8559877247,1036.065938139115,6733.562651383265,42.34183048329429
503.0,1.0,479931.3706012677,477185.11713324825,983.2292645650476,6352.512511852502,100.31930989582
504.0,1.0,479783.49375665805,482073.1785638691,1020.5463551728175,6017.9398026220315,72.34005038163238
505.0,1.0,479431.837223968,882602.9429548697,1033.449095676262,5826.861284982225,40.666127616577505
507.0,1.0,481349.4381731107,604236.3632252855,1014.9084340273827,6474.403951202014,31.394461830997155
513.0,1.0,488161.9051419618,874378.8837760614,1025.4681771987487,6090.176856858823,41.993313367160795
515.0,1.0,491070.3995904608,68924.1012823801,2451.9523232260635,3350.2034885915546,115.48558178787424
517.0,1.0,491274.36088245857,670729.7716698622,1110.2272794044006,6568.606712264232,74.09266895270713
518.0,1.0,492063.2020246891,679083.5309161441,1039.711803375295,6590.56031438664,34.399170322039716
520.0,1.0,492092.338613688,667361.4732836792,2053.263370633841,8780.71051356372,308.5101175673466
521.0,1.0,492923.69516594347,1153497.0481591611,1050.3732235510433,5566.257277326622,40.747112458812055
523.0,1.0,494557.5594088202,1138916.9444962316,1035.9883382904293,5843.14779684343,39.81737926952609
526.0,1.0,499589.4819807585,65856.89469245197,1035.7010441073364,6167.748592486014,27.90394403686211
529.0,1.0,501210.43883711,169219.7265627612,966.6455554993659,5275.890564128967,32.57889487743854
530.0,1.0,502087.11412007676,664775.8159533271,1081.5400558442057,6811.2075602139075,50.826416298482044
531.0,1.0,502980.2320062075,177958.1484889568,965.0997865977329,5605.910505924804,27.210757627834
536.0,1.0,506893.3406999054,1151168.9733141582,1938.1007500939836,2538.726262468422,117.5335274368714
539.0,1.0,511316.5968949014,45897.89608145685,984.3925131095497,5567.541206303278,162.55243128321302
544.0,1.0,515483.2832676238,49483.90457145615,961.9039882692546,5757.194299107533,132.21288178965636
547.0,1.0,516208.881496383,963632.909079007,1058.585764502379,6166.374760719424,46.51091249783441
548.0,1.0,517657.8197060806,949526.0314750334,1066.005086328175,6486.65256807008,44.96226077881832
550.0,1.0,522608.6231762897,487114.79507242906,1008.5385436150073,6587.67966322854,39.574203684881724
551.0,1.0,521910.244641261,505246.851348195,1017.3441535930007,6275.712372732824,35.351309463141035
554.0,1.0,527120.1637919194,211620.92800419265,1004.2050872028545,5975.296941806718,30.52789101493857
555.0,1.0,527105.3783226244,550474.7353248121,1002.2206971413881,6154.693596805797,29.761560028831774
556.0,1.0,527570.1394469127,474552.1129990316,1017.1523388169862,6788.752637928502,32.68596107648144
559.0,1.0,529199.7260948124,222301.32360023967,996.6661051159155,5968.422181035868,31.58945692044895
563.0,1.0,532154.2786145591,914487.8997235639,1071.9992568035264,6260.1389557591865,47.89960435584561
566.0,1.0,533346.8200663172,510992.7795698231,1021.5338984830179,6141.178860091695,39.43835236125291
567.0,1.0,534417.2104508517,524726.8350842091,985.1237863254372,5800.743857354779,36.18668274275467
568.0,1.0,535401.3420807224,546007.1004066825,998.3342259839771,6520.129621073015,35.575167964719526
569.0,1.0,535523.122058989,648321.2359957055,1033.613977538146,6309.866946673811,42.052832744418424
570.0,1.0,536254.2287360055,251662.56280871405,983.9349371601362,5983.404514891938,31.204499066221075
571.0,1.0,537324.8708101182,926494.9481724926,1012.6011348711354,5788.7213984036935,40.84443541184594
572.0,1.0,538647.240873478,363718.384754963,1054.8368125021752,6284.589465416575,35.817897306052586
574.0,1.0,541231.4092403632,245436.07066747625,981.2775562575215,5845.881003075176,35.51663927315338
581.0,1.0,545259.2513939812,590823.8901350478,1028.9145296685563,6044.633038221017,45.12594398792932
584.0,1.0,548484.76958903,360860.2845336742,987.9310626853154,6130.028562319967,33.055471010259545
585.0,1.0,547768.6711716593,653883.3433628791,1056.4312804669828,6578.274768604086,36.925717903356606
590.0,1.0,551385.0157306909,348032.5247692147,1010.161322086162,6132.846601760466,36.684079338097206
591.0,1.0,551632.408564071,596273.5753755758,960.7252203500473,5837.5693046998285,61.421509298794696
593.0,1.0,553242.3846061755,1175048.458240886,1042.3963337900789,5715.201810980221,38.361280676455884
595.0,1.0,556354.2167056864,597716.9966136577,1001.1455571438017,5984.548154014441,113.27824780036961
600.0,1.0,559319.8164830495,1098295.6814959696,1077.9772414598203,5978.929730243322,42.43978781554322
604.0,1.0,565228.6515167044,606122.4493684303,1076.713203944233,6767.607388345455,37.872657282805136
608.0,1.0,566303.4744120165,1180023.3036500858,1045.2535290569485,6076.142797342589,34.24572052334939
612.0,1.0,568926.7510313455,1107294.58125483,1071.7691312127863,5765.748072838729,43.94398006860509
614.0,1.0,571894.2585002258,776931.80181491,1040.8349526233235,6469.928180336383,36.40568969198181
615.0,1.0,573115.5620521482,131303.9172887265,1312.8179482251526,3116.872502622537,57.38505024776245
619.0,1.0,575724.3527185969,788455.2064639989,998.1156324956979,6196.3346768993015,73.48340382038585
620.0,1.0,577093.861623428,112995.41049788038,1027.3145066283555,5740.359404752564,36.19293608471528
623.0,1.0,580443.1216423289,792876.4787718869,1032.8804187398327,6273.88191807905,61.48569903509258
625.0,1.0,583379.9841374223,556312.4655265807,1027.4679164816018,6756.97686629544,43.67153559648551
627.0,1.0,583347.9975525162,1050453.3817135824,1014.438343402806,5451.841564344579,49.39335771251903
628.0,1.0,584448.8004205138,123074.46803071446,1086.9512532585447,11977.121610972506,39.45909299177995
629.0,1.0,586028.0728970411,548394.2352063388,1053.050811544378,7163.920208140026,42.112271230573576
631.0,1.0,588017.0257093485,1056072.2731641182,1020.7664208838648,5779.87887959031,49.25171467432094
634.0,1.0,593055.7566228858,208658.24213817067,1064.9161416150623,6645.911139745775,37.8073358661447
639.0,1.0,597740.6285814185,904669.9859909957,1576.8972324271758,10061.34842192411,146.10730977156902
641.0,1.0,598683.398733618,622499.832592711,1019.0616129109354,5967.033038821681,40.19678151660759
642.0,1.0,598524.859031409,886378.3962691219,1036.876361250975,6558.2685766509885,38.15273406442286
645.0,1.0,601147.5315322087,874121.0112596109,1049.7171898718004,6533.025440013682,36.49031654481183
648.0,1.0,602124.3455410699,217192.86299367042,1015.8679882169324,6184.537921994677,37.84316780722794
649.0,1.0,601975.5713622638,629488.4588661747,1066.1356614337546,6387.204545275331,43.049456239688524
